確定病名,建檔年份,建檔月份,縣市,性別,國籍,年齡層,確定病例數
結核病,2013,10,高雄市,F,本國籍,65-69,3
結核病,2013,10,高雄市,M,本國籍,35-39,3
結核病,2013,10,高雄市,M,本國籍,45-49,5
結核病,2013,10,基隆市,F,本國籍,15-19,1
結核病,2013,10,基隆市,F,本國籍,50-54,3
結核病,2013,10,基隆市,F,本國籍,70+,2
結核病,2013,10,基隆市,F,非本國籍,30-34,1
結核病,2013,10,基隆市,M,本國籍,20-24,1
結核病,2013,10,基隆市,M,本國籍,40-44,2
結核病,2013,10,基隆市,M,本國籍,65-69,1
結核病,2013,10,雲林縣,F,本國籍,45-49,1
結核病,2013,10,雲林縣,F,本國籍,55-59,2
結核病,2013,10,雲林縣,F,非本國籍,35-39,1
結核病,2013,10,雲林縣,M,本國籍,15-19,1
結核病,2013,10,雲林縣,M,本國籍,25-29,1
結核病,2013,10,雲林縣,M,本國籍,60-64,2
結核病,2013,10,雲林縣,M,本國籍,70+,18
結核病,2013,10,新北市,F,本國籍,20-24,4
結核病,2013,10,新北市,F,本國籍,30-34,4
結核病,2013,10,新北市,F,本國籍,65-69,5
結核病,2013,10,新北市,M,本國籍,35-39,5
結核病,2013,10,新北市,M,本國籍,45-49,7
結核病,2013,10,新竹縣,F,本國籍,65-69,1
結核病,2013,10,新竹縣,M,本國籍,45-49,1
結核病,2013,10,嘉義市,M,本國籍,15-19,1
結核病,2013,10,嘉義縣,F,本國籍,70+,4
結核病,2013,10,彰化縣,F,本國籍,70+,12
結核病,2013,10,彰化縣,F,非本國籍,30-34,1
結核病,2013,10,彰化縣,F,非本國籍,50-54,1
結核病,2013,10,彰化縣,M,本國籍,40-44,2
結核病,2013,10,澎湖縣,M,本國籍,70+,2
結核病,2013,10,台中市,F,本國籍,20-24,2
結核病,2013,10,台中市,F,本國籍,55-59,2
結核病,2013,10,台中市,F,本國籍,65-69,5
結核病,2013,10,台中市,F,非本國籍,25-29,2
結核病,2013,10,台中市,M,本國籍,35-39,3
結核病,2013,10,台中市,M,本國籍,70+,36
結核病,2013,10,台北市,F,本國籍,15-19,1
結核病,2013,10,台北市,F,本國籍,40-44,3
結核病,2013,10,台北市,F,本國籍,50-54,1
結核病,2013,10,台北市,F,非本國籍,55-59,1
結核病,2013,10,台北市,M,本國籍,55-59,3
結核病,2013,10,台北市,M,本國籍,65-69,6
結核病,2013,10,台北市,M,非本國籍,25-29,1
結核病,2013,10,台東縣,M,本國籍,55-59,1
結核病,2013,10,台南市,F,本國籍,15-19,1
結核病,2013,10,台南市,F,本國籍,70+,10
結核病,2013,10,台南市,F,非本國籍,30-34,1
結核病,2013,10,宜蘭縣,F,本國籍,45-49,2
結核病,2013,10,宜蘭縣,F,本國籍,55-59,1
結核病,2013,10,宜蘭縣,F,非本國籍,25-29,1
結核病,2013,10,宜蘭縣,M,本國籍,15-19,1
結核病,2013,10,宜蘭縣,M,本國籍,60-64,1
結核病,2013,10,花蓮縣,F,本國籍,70+,2
結核病,2013,10,南投縣,F,本國籍,20-24,1
結核病,2013,10,南投縣,F,本國籍,65-69,3
結核病,2013,10,南投縣,M,本國籍,35-39,1
結核病,2013,10,南投縣,M,本國籍,45-49,2
結核病,2013,10,南投縣,M,非本國籍,25-29,1
結核病,2013,10,屏東縣,F,本國籍,25-29,1
結核病,2013,10,屏東縣,F,本國籍,60-64,1
結核病,2013,10,屏東縣,F,本國籍,70+,8
結核病,2013,10,屏東縣,M,本國籍,40-44,1
結核病,2013,10,苗栗縣,M,本國籍,50-54,2
結核病,2013,10,桃園縣,F,本國籍,25-29,3
結核病,2013,10,桃園縣,F,本國籍,35-39,3
結核病,2013,10,桃園縣,F,本國籍,60-64,3
結核病,2013,10,桃園縣,F,本國籍,70+,5
結核病,2013,10,桃園縣,M,本國籍,30-34,2
結核病,2013,10,桃園縣,M,本國籍,40-44,3
結核病,2013,10,桃園縣,M,非本國籍,20-24,1
結核病,2013,10,桃園縣,M,非本國籍,65-69,1
結核病,2013,10,高雄市,F,本國籍,40-44,2
結核病,2013,10,高雄市,F,本國籍,50-54,3
結核病,2013,10,高雄市,F,非本國籍,20-24,2
結核病,2013,10,高雄市,F,非本國籍,30-34,2
結核病,2013,10,高雄市,M,本國籍,10-14,1
結核病,2013,10,高雄市,M,本國籍,55-59,9
結核病,2013,10,高雄市,M,本國籍,65-69,9
結核病,2013,10,基隆市,M,本國籍,45-49,1
結核病,2013,10,基隆市,M,本國籍,55-59,1
結核病,2013,10,雲林縣,F,本國籍,25-29,1
結核病,2013,10,雲林縣,F,本國籍,70+,8
結核病,2013,10,雲林縣,M,本國籍,40-44,3
結核病,2013,10,雲林縣,M,本國籍,50-54,1
結核病,2013,10,新北市,F,本國籍,5-9,1
結核病,2013,10,新北市,F,本國籍,15-19,3
結核病,2013,10,新北市,F,本國籍,40-44,2
結核病,2013,10,新北市,F,本國籍,50-54,8
結核病,2013,10,新北市,F,本國籍,60-64,3
結核病,2013,10,新北市,F,非本國籍,20-24,1
結核病,2013,10,新北市,F,非本國籍,30-34,2
結核病,2013,10,新北市,M,本國籍,20-24,3
結核病,2013,10,新北市,M,本國籍,55-59,8
結核病,2013,10,新北市,M,本國籍,65-69,5
結核病,2013,10,新竹市,M,本國籍,55-59,2
結核病,2013,10,新竹縣,F,非本國籍,30-34,1
結核病,2013,10,新竹縣,M,本國籍,65-69,1
結核病,2013,10,新竹縣,M,非本國籍,25-29,1
結核病,2013,10,新竹縣,M,非本國籍,45-49,1
結核病,2013,10,嘉義市,F,本國籍,15-19,2
結核病,2013,10,嘉義市,F,本國籍,25-29,1
結核病,2013,10,嘉義市,F,本國籍,70+,2
結核病,2013,10,嘉義市,M,本國籍,40-44,1
結核病,2013,10,嘉義縣,F,本國籍,35-39,1
結核病,2013,10,嘉義縣,M,本國籍,60-64,1
結核病,2013,10,嘉義縣,M,非本國籍,30-34,1
結核病,2013,10,彰化縣,F,本國籍,5-9,1
結核病,2013,10,彰化縣,F,非本國籍,20-24,1
結核病,2013,10,彰化縣,M,本國籍,55-59,2
結核病,2013,10,彰化縣,M,非本國籍,25-29,1
結核病,2013,11,台中市,F,本國籍,35-39,3
結核病,2013,11,台中市,F,本國籍,70+,8
結核病,2013,11,台中市,M,本國籍,40-44,3
結核病,2013,11,台中市,M,本國籍,50-54,2
結核病,2013,11,台北市,F,本國籍,30-34,2
結核病,2013,11,台北市,F,本國籍,55-59,5
結核病,2013,11,台北市,F,本國籍,65-69,4
結核病,2013,11,台北市,M,本國籍,25-29,1
結核病,2013,11,台北市,M,本國籍,70+,28
結核病,2013,11,台東縣,F,本國籍,20-24,1
結核病,2013,11,台東縣,M,本國籍,35-39,1
結核病,2013,11,台南市,F,本國籍,30-34,1
結核病,2013,11,台南市,F,本國籍,40-44,1
結核病,2013,11,台南市,M,本國籍,45-49,2
結核病,2013,11,台南市,M,本國籍,55-59,6
結核病,2013,11,台南市,M,非本國籍,25-29,1
結核病,2013,11,宜蘭縣,F,本國籍,15-19,1
結核病,2013,11,宜蘭縣,F,本國籍,25-29,1
結核病,2013,11,宜蘭縣,F,本國籍,60-64,1
結核病,2013,11,宜蘭縣,F,本國籍,70+,2
結核病,2013,11,宜蘭縣,F,非本國籍,30-34,1
結核病,2013,11,宜蘭縣,M,本國籍,40-44,3
結核病,2013,11,花蓮縣,F,本國籍,60-64,1
結核病,2013,11,花蓮縣,M,本國籍,55-59,4
結核病,2013,11,花蓮縣,M,本國籍,65-69,1
結核病,2013,11,南投縣,M,本國籍,50-54,2
結核病,2013,11,南投縣,M,本國籍,60-64,2
結核病,2013,11,屏東縣,F,本國籍,30-34,1
結核病,2013,11,屏東縣,M,本國籍,3,1
結核病,2013,11,屏東縣,M,本國籍,45-49,1
結核病,2013,11,屏東縣,M,本國籍,55-59,3
結核病,2013,11,苗栗縣,F,本國籍,15-19,1
結核病,2013,11,苗栗縣,F,本國籍,60-64,1
結核病,2013,11,苗栗縣,F,非本國籍,30-34,1
結核病,2013,11,苗栗縣,M,本國籍,55-59,1
結核病,2013,11,桃園縣,F,本國籍,40-44,3
結核病,2013,11,桃園縣,F,本國籍,50-54,1
結核病,2013,11,桃園縣,F,非本國籍,20-24,2
結核病,2013,11,桃園縣,M,本國籍,20-24,3
結核病,2013,11,桃園縣,M,本國籍,45-49,2
結核病,2013,11,桃園縣,M,本國籍,55-59,2
結核病,2013,11,桃園縣,M,本國籍,65-69,6
結核病,2013,11,桃園縣,M,非本國籍,25-29,2
結核病,2013,11,桃園縣,M,非本國籍,35-39,3
結核病,2013,11,高雄市,F,本國籍,20-24,2
結核病,2013,11,高雄市,F,本國籍,30-34,1
結核病,2013,11,高雄市,F,本國籍,65-69,4
結核病,2013,11,高雄市,M,本國籍,25-29,3
結核病,2013,11,高雄市,M,本國籍,35-39,3
結核病,2013,11,高雄市,M,本國籍,70+,43
結核病,2013,11,基隆市,F,本國籍,65-69,2
結核病,2013,11,基隆市,M,本國籍,15-19,1
結核病,2013,11,基隆市,M,本國籍,70+,6
結核病,2013,11,基隆市,M,非本國籍,40-44,1
結核病,2013,11,連江縣,F,本國籍,70+,1
結核病,2013,11,雲林縣,M,本國籍,55-59,1
結核病,2013,11,雲林縣,M,本國籍,65-69,2
結核病,2013,11,新北市,F,本國籍,30-34,3
結核病,2013,11,新北市,F,本國籍,65-69,4
結核病,2013,11,新北市,M,本國籍,25-29,1
結核病,2013,11,新北市,M,本國籍,35-39,5
結核病,2013,11,新北市,M,本國籍,45-49,8
結核病,2013,11,新北市,M,本國籍,70+,42
結核病,2013,11,新竹市,F,本國籍,20-24,1
結核病,2013,11,新竹市,M,本國籍,35-39,1
結核病,2013,11,新竹縣,M,本國籍,70+,8
結核病,2013,11,嘉義縣,F,本國籍,15-19,1
結核病,2013,11,嘉義縣,M,本國籍,20-24,1
結核病,2013,11,彰化縣,F,本國籍,20-24,1
結核病,2013,11,彰化縣,F,本國籍,65-69,1
結核病,2013,11,彰化縣,F,非本國籍,25-29,1
結核病,2013,11,彰化縣,M,本國籍,35-39,2
結核病,2013,11,彰化縣,M,本國籍,70+,21
結核病,2013,11,台中市,F,本國籍,50-54,1
結核病,2013,11,台中市,F,本國籍,60-64,3
結核病,2013,11,台中市,F,非本國籍,20-24,1
結核病,2013,11,台中市,F,非本國籍,30-34,2
結核病,2013,11,台中市,M,本國籍,65-69,2
結核病,2013,11,台中市,M,非本國籍,45-49,1
結核病,2013,11,台北市,F,本國籍,40-44,1
結核病,2013,11,台北市,F,本國籍,50-54,1
結核病,2013,11,台北市,F,非本國籍,20-24,1
結核病,2013,11,台北市,M,本國籍,20-24,2
結核病,2013,11,台北市,M,本國籍,55-59,1
結核病,2013,11,台北市,M,本國籍,65-69,2
結核病,2013,11,台東縣,M,本國籍,55-59,2
結核病,2013,11,台南市,F,本國籍,20-24,2
結核病,2013,11,台南市,F,本國籍,55-59,2
結核病,2013,11,台南市,F,本國籍,65-69,2
結核病,2013,11,台南市,F,非本國籍,25-29,2
結核病,2013,11,台南市,M,本國籍,25-29,1
結核病,2013,11,台南市,M,本國籍,35-39,3
結核病,2013,11,台南市,M,本國籍,70+,23
結核病,2013,11,台南市,M,非本國籍,40-44,1
結核病,2013,11,宜蘭縣,F,本國籍,45-49,1
結核病,2013,11,宜蘭縣,M,本國籍,50-54,1
結核病,2013,11,宜蘭縣,M,本國籍,60-64,1
結核病,2013,11,宜蘭縣,M,非本國籍,20-24,1
結核病,2013,11,花蓮縣,F,本國籍,25-29,1
結核病,2013,11,花蓮縣,F,本國籍,70+,1
結核病,2013,11,花蓮縣,M,本國籍,5-9,1
結核病,2013,11,花蓮縣,M,本國籍,30-34,1
結核病,2013,11,花蓮縣,M,本國籍,40-44,3
結核病,2013,11,花蓮縣,M,本國籍,50-54,1
結核病,2013,11,金門縣,M,本國籍,70+,2
結核病,2013,11,南投縣,F,本國籍,70+,3
結核病,2013,11,屏東縣,F,本國籍,65-69,3
結核病,2013,11,屏東縣,F,非本國籍,35-39,1
結核病,2013,11,屏東縣,M,本國籍,25-29,1
結核病,2013,11,屏東縣,M,本國籍,70+,16
結核病,2013,11,苗栗縣,F,本國籍,20-24,1
結核病,2013,11,桃園縣,F,本國籍,20-24,1
結核病,2013,11,桃園縣,F,本國籍,30-34,2
結核病,2013,11,桃園縣,F,本國籍,55-59,2
結核病,2013,11,桃園縣,F,本國籍,65-69,2
結核病,2013,11,桃園縣,F,非本國籍,35-39,1
結核病,2013,11,桃園縣,M,本國籍,25-29,2
結核病,2013,11,桃園縣,M,本國籍,35-39,1
結核病,2013,11,桃園縣,M,本國籍,70+,13
結核病,2013,11,高雄市,F,本國籍,35-39,3
結核病,2013,11,高雄市,F,本國籍,45-49,2
結核病,2013,11,高雄市,M,本國籍,5-9,2
結核病,2013,11,高雄市,M,本國籍,15-19,1
結核病,2013,11,高雄市,M,本國籍,50-54,8
結核病,2013,11,高雄市,M,本國籍,60-64,8
結核病,2013,11,基隆市,F,本國籍,30-34,2
結核病,2013,11,基隆市,F,本國籍,40-44,1
結核病,2013,11,基隆市,M,本國籍,55-59,2
結核病,2013,11,雲林縣,F,本國籍,35-39,1
結核病,2013,11,雲林縣,F,本國籍,70+,7
結核病,2013,11,雲林縣,M,本國籍,30-34,1
結核病,2013,11,雲林縣,M,本國籍,40-44,1
結核病,2013,11,雲林縣,M,本國籍,50-54,4
結核病,2013,11,新北市,F,本國籍,10-14,2
結核病,2013,11,新北市,F,本國籍,35-39,4
結核病,2013,11,新北市,F,本國籍,45-49,5
結核病,2013,11,新北市,F,本國籍,55-59,4
結核病,2013,11,新北市,F,非本國籍,25-29,1
結核病,2013,11,新北市,F,非本國籍,50-54,1
結核病,2013,11,新北市,M,本國籍,5-9,1
結核病,2013,11,新北市,M,本國籍,15-19,2
結核病,2013,11,新北市,M,本國籍,50-54,11
結核病,2013,11,新北市,M,本國籍,60-64,18
結核病,2013,11,新北市,M,非本國籍,20-24,1
結核病,2013,11,新北市,M,非本國籍,30-34,1
結核病,2013,11,新北市,M,非本國籍,40-44,1
結核病,2013,11,新竹市,M,本國籍,50-54,1
結核病,2013,11,新竹市,M,本國籍,60-64,1
結核病,2013,11,新竹市,M,本國籍,70+,6
結核病,2013,11,新竹市,M,非本國籍,40-44,1
結核病,2013,11,新竹縣,M,本國籍,50-54,1
結核病,2013,11,新竹縣,M,本國籍,60-64,5
結核病,2013,11,嘉義縣,F,本國籍,30-34,1
結核病,2013,11,嘉義縣,M,本國籍,45-49,1
結核病,2013,11,彰化縣,F,本國籍,30-34,1
結核病,2013,11,彰化縣,F,本國籍,40-44,3
結核病,2013,11,彰化縣,F,非本國籍,55-59,1
結核病,2013,11,彰化縣,M,本國籍,45-49,2
結核病,2013,11,彰化縣,M,本國籍,55-59,2
結核病,2013,11,彰化縣,M,非本國籍,70+,1
結核病,2013,11,澎湖縣,M,本國籍,50-54,1
結核病,2013,11,台中市,F,本國籍,30-34,1
結核病,2013,11,台中市,M,本國籍,35-39,6
結核病,2013,11,台中市,M,本國籍,45-49,7
結核病,2013,11,台中市,M,本國籍,55-59,4
結核病,2013,11,台北市,F,本國籍,25-29,1
結核病,2013,11,台北市,F,本國籍,60-64,4
結核病,2013,11,台北市,F,本國籍,70+,8
結核病,2013,11,台北市,F,非本國籍,30-34,1
結核病,2013,11,台北市,F,非本國籍,40-44,1
結核病,2013,11,台北市,M,本國籍,40-44,1
結核病,2013,11,台東縣,M,本國籍,30-34,1
結核病,2013,11,台東縣,M,本國籍,40-44,4
結核病,2013,11,台南市,F,本國籍,45-49,3
結核病,2013,11,台南市,F,本國籍,70+,6
結核病,2013,11,台南市,M,本國籍,15-19,2
結核病,2013,11,台南市,M,本國籍,40-44,1
結核病,2013,11,台南市,M,本國籍,50-54,4
結核病,2013,11,台南市,M,本國籍,60-64,6
結核病,2013,11,宜蘭縣,F,本國籍,20-24,1
結核病,2013,11,宜蘭縣,F,本國籍,65-69,2
結核病,2013,11,宜蘭縣,F,非本國籍,25-29,1
結核病,2013,11,宜蘭縣,M,本國籍,70+,10
結核病,2013,11,花蓮縣,F,本國籍,45-49,1
結核病,2013,11,花蓮縣,F,非本國籍,25-29,1
結核病,2013,11,花蓮縣,M,本國籍,25-29,1
結核病,2013,11,花蓮縣,M,本國籍,70+,3
結核病,2013,11,南投縣,F,本國籍,40-44,1
結核病,2013,11,南投縣,M,本國籍,10-14,1
結核病,2013,11,南投縣,M,本國籍,55-59,2
結核病,2013,11,南投縣,M,本國籍,65-69,1
結核病,2013,11,屏東縣,F,本國籍,35-39,1
結核病,2013,11,屏東縣,M,本國籍,50-54,2
結核病,2013,11,屏東縣,M,本國籍,60-64,2
結核病,2013,11,苗栗縣,F,本國籍,10-14,1
結核病,2013,11,苗栗縣,F,本國籍,55-59,1
結核病,2013,11,苗栗縣,M,本國籍,15-19,1
結核病,2013,11,桃園縣,F,本國籍,35-39,1
結核病,2013,11,桃園縣,F,本國籍,45-49,1
結核病,2013,11,桃園縣,F,非本國籍,15-19,1
結核病,2013,11,桃園縣,F,非本國籍,25-29,3
結核病,2013,11,桃園縣,M,本國籍,15-19,1
結核病,2013,11,桃園縣,M,本國籍,60-64,3
結核病,2013,11,桃園縣,M,非本國籍,20-24,3
結核病,2013,11,高雄市,F,本國籍,15-19,2
結核病,2013,11,高雄市,F,本國籍,25-29,1
結核病,2013,11,高雄市,F,本國籍,60-64,5
結核病,2013,11,高雄市,F,本國籍,70+,23
結核病,2013,11,高雄市,F,非本國籍,30-34,2
結核病,2013,11,高雄市,M,本國籍,30-34,2
結核病,2013,11,高雄市,M,本國籍,40-44,7
結核病,2013,11,基隆市,M,本國籍,65-69,1
結核病,2013,11,雲林縣,M,本國籍,60-64,1
結核病,2013,11,雲林縣,M,本國籍,70+,15
結核病,2013,11,新北市,F,本國籍,15-19,1
結核病,2013,11,新北市,F,本國籍,25-29,1
結核病,2013,11,新北市,F,本國籍,60-64,4
結核病,2013,11,新北市,F,本國籍,70+,10
結核病,2013,11,新北市,M,本國籍,30-34,1
結核病,2013,11,新北市,M,本國籍,40-44,3
結核病,2013,11,新竹市,F,本國籍,15-19,1
結核病,2013,11,新竹市,F,本國籍,70+,1
結核病,2013,11,新竹市,M,本國籍,30-34,2
結核病,2013,11,新竹縣,F,本國籍,25-29,1
結核病,2013,11,新竹縣,F,本國籍,70+,2
結核病,2013,11,新竹縣,F,非本國籍,30-34,2
結核病,2013,11,新竹縣,M,本國籍,30-34,2
結核病,2013,11,新竹縣,M,本國籍,40-44,2
結核病,2013,11,嘉義市,F,本國籍,70+,1
結核病,2013,11,嘉義縣,F,本國籍,20-24,1
結核病,2013,11,嘉義縣,M,本國籍,60-64,3
結核病,2013,11,嘉義縣,M,本國籍,70+,10
結核病,2013,11,彰化縣,F,本國籍,15-19,1
結核病,2013,11,彰化縣,F,本國籍,60-64,3
結核病,2013,11,彰化縣,F,本國籍,70+,13
結核病,2013,11,彰化縣,F,非本國籍,40-44,1
結核病,2013,11,彰化縣,M,本國籍,20-24,1
結核病,2013,11,彰化縣,M,本國籍,40-44,2
結核病,2013,11,彰化縣,M,本國籍,65-69,2
結核病,2013,11,台中市,F,本國籍,20-24,1
結核病,2013,11,台中市,F,本國籍,55-59,2
結核病,2013,11,台中市,F,本國籍,65-69,5
結核病,2013,11,台中市,M,本國籍,25-29,1
結核病,2013,11,台中市,M,本國籍,60-64,6
結核病,2013,11,台中市,M,本國籍,70+,30
結核病,2013,11,台中市,M,非本國籍,30-34,1
結核病,2013,11,台北市,F,本國籍,35-39,1
結核病,2013,11,台北市,F,本國籍,45-49,1
結核病,2013,11,台北市,M,本國籍,50-54,3
結核病,2013,11,台北市,M,本國籍,60-64,5
結核病,2013,11,台東縣,M,本國籍,15-19,2
結核病,2013,11,台東縣,M,本國籍,50-54,2
結核病,2013,11,台東縣,M,本國籍,60-64,1
結核病,2013,11,台南市,F,本國籍,60-64,1
結核病,2013,11,台南市,F,非本國籍,30-34,2
結核病,2013,11,台南市,M,本國籍,20-24,2
結核病,2013,11,台南市,M,本國籍,30-34,1
結核病,2013,11,台南市,M,本國籍,65-69,6
結核病,2013,11,台南市,M,非本國籍,35-39,1
結核病,2013,11,宜蘭縣,M,本國籍,55-59,1
結核病,2013,11,宜蘭縣,M,非本國籍,70+,1
結核病,2013,11,花蓮縣,F,本國籍,20-24,1
結核病,2013,11,花蓮縣,F,本國籍,65-69,1
結核病,2013,11,花蓮縣,M,本國籍,35-39,1
結核病,2013,11,南投縣,F,本國籍,65-69,1
結核病,2013,11,南投縣,F,非本國籍,35-39,1
結核病,2013,11,南投縣,M,本國籍,45-49,3
結核病,2013,11,南投縣,M,本國籍,70+,6
結核病,2013,11,屏東縣,F,本國籍,50-54,2
結核病,2013,11,屏東縣,F,本國籍,70+,10
結核病,2013,11,屏東縣,F,非本國籍,30-34,1
結核病,2013,11,屏東縣,M,本國籍,20-24,1
結核病,2013,11,屏東縣,M,本國籍,30-34,1
結核病,2013,11,屏東縣,M,本國籍,65-69,1
結核病,2013,11,苗栗縣,F,本國籍,70+,2
結核病,2013,11,苗栗縣,M,本國籍,40-44,1
結核病,2013,11,苗栗縣,M,本國籍,50-54,1
結核病,2013,11,苗栗縣,M,非本國籍,20-24,1
結核病,2013,11,桃園縣,F,本國籍,15-19,2
結核病,2013,11,桃園縣,F,本國籍,70+,4
結核病,2013,11,桃園縣,M,本國籍,30-34,2
結核病,2013,11,高雄市,F,本國籍,40-44,3
結核病,2013,11,高雄市,M,本國籍,20-24,1
結核病,2013,11,高雄市,M,本國籍,45-49,11
結核病,2013,11,高雄市,M,本國籍,55-59,8
結核病,2013,11,高雄市,M,本國籍,65-69,9
結核病,2013,11,高雄市,M,非本國籍,35-39,1
結核病,2013,11,基隆市,M,本國籍,40-44,3
結核病,2013,11,雲林縣,M,本國籍,45-49,2
結核病,2013,11,新北市,F,本國籍,40-44,6
結核病,2013,11,新北市,F,本國籍,50-54,6
結核病,2013,11,新北市,F,非本國籍,20-24,1
結核病,2013,11,新北市,M,本國籍,20-24,2
結核病,2013,11,新北市,M,本國籍,55-59,11
結核病,2013,11,新北市,M,本國籍,65-69,11
結核病,2013,11,新竹市,F,本國籍,50-54,1
結核病,2013,11,新竹市,F,非本國籍,20-24,1
結核病,2013,11,新竹市,M,本國籍,20-24,1
結核病,2013,11,新竹市,M,本國籍,55-59,1
結核病,2013,11,新竹縣,M,本國籍,65-69,1
結核病,2013,11,嘉義市,M,本國籍,60-64,1
結核病,2013,11,嘉義市,M,本國籍,70+,10
結核病,2013,11,嘉義縣,F,非本國籍,40-44,1
結核病,2013,11,嘉義縣,M,本國籍,40-44,1
結核病,2013,11,彰化縣,M,本國籍,15-19,1
結核病,2013,11,彰化縣,M,本國籍,60-64,3
結核病,2013,11,彰化縣,M,非本國籍,20-24,1
結核病,2013,12,台中市,F,本國籍,25-29,1
結核病,2013,12,台中市,F,本國籍,35-39,1
結核病,2013,12,台中市,F,本國籍,70+,15
結核病,2013,12,台中市,F,非本國籍,40-44,1
結核病,2013,12,台中市,M,本國籍,40-44,1
結核病,2013,12,台中市,M,非本國籍,20-24,1
結核病,2013,12,台北市,F,本國籍,5-9,1
結核病,2013,12,台北市,F,本國籍,25-29,1
結核病,2013,12,台北市,F,本國籍,60-64,1
結核病,2013,12,台北市,F,本國籍,70+,6
結核病,2013,12,台北市,F,非本國籍,30-34,3
結核病,2013,12,台北市,F,非本國籍,40-44,1
結核病,2013,12,台北市,M,本國籍,20-24,1
結核病,2013,12,台北市,M,本國籍,65-69,4
結核病,2013,12,台東縣,M,本國籍,65-69,1
結核病,2013,12,台南市,F,本國籍,20-24,1
結核病,2013,12,台南市,F,本國籍,40-44,1
結核病,2013,12,台南市,F,本國籍,65-69,1
結核病,2013,12,台南市,M,本國籍,35-39,5
結核病,2013,12,台南市,M,本國籍,45-49,2
結核病,2013,12,台南市,M,本國籍,55-59,1
結核病,2013,12,宜蘭縣,M,本國籍,70+,6
結核病,2013,12,花蓮縣,F,本國籍,35-39,1
結核病,2013,12,花蓮縣,M,本國籍,50-54,2
結核病,2013,12,金門縣,F,本國籍,20-24,1
結核病,2013,12,南投縣,M,本國籍,60-64,1
結核病,2013,12,南投縣,M,非本國籍,30-34,1
結核病,2013,12,屏東縣,M,本國籍,35-39,2
結核病,2013,12,屏東縣,M,本國籍,45-49,1
結核病,2013,12,屏東縣,M,本國籍,55-59,1
結核病,2013,12,苗栗縣,M,本國籍,65-69,1
結核病,2013,12,桃園縣,F,本國籍,30-34,2
結核病,2013,12,桃園縣,F,本國籍,40-44,1
結核病,2013,12,桃園縣,M,本國籍,45-49,3
結核病,2013,12,桃園縣,M,本國籍,55-59,4
結核病,2013,12,桃園縣,M,非本國籍,25-29,3
結核病,2013,12,高雄市,F,本國籍,10-14,1
結核病,2013,12,高雄市,F,本國籍,20-24,1
結核病,2013,12,高雄市,F,本國籍,55-59,4
結核病,2013,12,高雄市,F,本國籍,65-69,1
結核病,2013,12,高雄市,F,非本國籍,25-29,2
結核病,2013,12,高雄市,M,本國籍,25-29,2
結核病,2013,12,高雄市,M,本國籍,35-39,4
結核病,2013,12,高雄市,M,本國籍,70+,45
結核病,2013,12,基隆市,F,本國籍,50-54,1
結核病,2013,12,基隆市,F,本國籍,60-64,1
結核病,2013,12,基隆市,F,非本國籍,30-34,1
結核病,2013,12,雲林縣,F,本國籍,35-39,1
結核病,2013,12,雲林縣,M,本國籍,50-54,2
結核病,2013,12,雲林縣,M,本國籍,60-64,1
結核病,2013,12,雲林縣,M,非本國籍,20-24,1
結核病,2013,12,新北市,F,本國籍,20-24,4
結核病,2013,12,新北市,F,本國籍,55-59,4
結核病,2013,12,新北市,F,本國籍,65-69,2
結核病,2013,12,新北市,F,非本國籍,25-29,2
結核病,2013,12,新北市,F,非本國籍,35-39,2
結核病,2013,12,新北市,M,本國籍,25-29,3
結核病,2013,12,新北市,M,本國籍,35-39,2
結核病,2013,12,新北市,M,本國籍,70+,40
結核病,2013,12,新竹市,M,本國籍,25-29,1
結核病,2013,12,新竹市,M,本國籍,35-39,1
結核病,2013,12,新竹市,M,本國籍,70+,2
結核病,2013,12,嘉義市,F,本國籍,70+,1
結核病,2013,12,嘉義市,M,本國籍,50-54,1
結核病,2013,12,嘉義縣,F,本國籍,50-54,2
結核病,2013,12,嘉義縣,F,非本國籍,30-34,1
結核病,2013,12,嘉義縣,M,本國籍,65-69,1
結核病,2013,12,彰化縣,F,本國籍,60-64,2
結核病,2013,12,彰化縣,M,本國籍,20-24,1
結核病,2013,12,彰化縣,M,本國籍,30-34,1
結核病,2013,12,彰化縣,M,本國籍,65-69,5
結核病,2013,12,澎湖縣,M,本國籍,70+,1
結核病,2013,12,台中市,F,本國籍,45-49,2
結核病,2013,12,台中市,F,本國籍,55-59,2
結核病,2013,12,台中市,F,非本國籍,25-29,2
結核病,2013,12,台中市,M,本國籍,25-29,1
結核病,2013,12,台中市,M,本國籍,60-64,7
結核病,2013,12,台中市,M,本國籍,70+,36
結核病,2013,12,台中市,M,非本國籍,30-34,1
結核病,2013,12,台中市,M,非本國籍,40-44,1
結核病,2013,12,台北市,F,本國籍,30-34,2
結核病,2013,12,台北市,M,本國籍,45-49,4
結核病,2013,12,台北市,M,本國籍,55-59,2
結核病,2013,12,台東縣,M,本國籍,45-49,2
結核病,2013,12,台東縣,M,本國籍,55-59,1
結核病,2013,12,台南市,F,本國籍,50-54,2
結核病,2013,12,台南市,F,本國籍,60-64,3
結核病,2013,12,台南市,F,非本國籍,20-24,2
結核病,2013,12,台南市,F,非本國籍,30-34,1
結核病,2013,12,台南市,M,本國籍,65-69,4
結核病,2013,12,台南市,M,非本國籍,35-39,2
結核病,2013,12,宜蘭縣,F,本國籍,25-29,1
